codenumber,newID,coder,exptr,pose,age,gender,Movement_Onset,Movement,Piece,Orientation,training,demoStart,demoEnd,testStart,FirstTouch,testEnd,robotExptr,robotChild,manipCheck,Naming,Goal,LTG,CRP,CRT
8506,850636,SM, OB, C4,36,f,365636,M,5,1, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,370838,M,5,6, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,381990,M,1,1, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,385050,M,2,1, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,391340,M,1,6, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,391340,M,2,6, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,394774,M,5,1, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C4,36,f,398718,M,5,6, 1,318614,347446,352274,352274,402934, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, CB,36,f,0,,,, 1,0,0,10438,10438,89250, 999, G, 999, np, 999,0, 999, 999
8506,850636,SM, OB, C3,36,f,287980,M,1,1, 1,258366,279310,283322,283322,312596, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C3,36,f,291142,M,2,1, 1,258366,279310,283322,283322,312596, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C3,36,f,297330,M,5,1, 1,258366,279310,283322,283322,312596, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C3,36,f,308788,M,5,6, 1,258366,279310,283322,283322,312596, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C2,36,f,209508,M,1,1, 1,177616,195534,200532,200532,252144, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C2,36,f,214166,M,2,1, 1,177616,195534,200532,200532,252144, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C2,36,f,225896,M,5,1, 1,177616,195534,200532,200532,252144, R, Y, nc, np, 0,0, 999, 999
8506,850636,SM, OB, C2,36,f,246840,M,5,6, 1,177616,195534,200532,200532,252144, R, Y, nc, np, 0,0, 999, 999
8517,851736,LT, KC, CB,36,f,29716,,4,4, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,32946,,3,3, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,45594,,4,6, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,61778,,2,3, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,66368,,1,3, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,69462,,5,1, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,69462,,1,6, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,69462,,2,6, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, CB,36,f,85204,,4,1, 1,0,0,19550,19550,101871, 999, G, 999, 999, 999,0, 999, 999
8517,851736,LT, KC, C5,36,f,542640,,5,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,544340,,1,5, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,545598,,2,5, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,548930,,3,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,560728,,4,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,562870,,3,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,565318,,3,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,578578,,3,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,578578,,4,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,584596,,4,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,588914,,3,2, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,593096,,2,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,594966,,1,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,596258,,5,1, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C5,36,f,596258,,4,6, 1,484092,535236,541076,541076,601952, O, R, c, 999, 0,0, 999, 999
8517,851736,LT, KC, C4,36,f,437682,,4,1, 1,380960,429800,434572,434572,472918, O, R, np, 999, 1,446862, 999, 999
8517,851736,LT, KC, C4,36,f,440878,,5,1, 1,380960,429800,434572,434572,472918, O, R, np, 999, 1,446862, 999, 999
8517,851736,LT, KC, C4,36,f,444686,,2,5, 1,380960,429800,434572,434572,472918, O, R, np, 999, 1,446862, 999, 999
8517,851736,LT, KC, C4,36,f,446862,,1,5, 1,380960,429800,434572,434572,472918, O, R, np, 999, 1,446862, 999, 999
8517,851736,LT, KC, C3,36,f,318104,,2,5, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,320382,,1,5, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,324785,,3,3, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,335104,,3,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,335856,,3,2, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,350202,,3,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,350202,,1,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,350202,,2,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,354858,,1,5, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,357000,,2,5, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,359006,,3,2, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,368322,,3,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,368322,,1,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C3,36,f,368322,,2,6, 1,261250,304942,310794,310794,371395, O, R, np, 999, 1,335856, 999, 999
8517,851736,LT, KC, C2,36,f,222564,,5,2, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,226848,,1,5, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,238068,,5,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,238068,,1,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,241604,,5,2, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,242624,,1,5, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,245559,,1,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,245990,,5,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,248404,,5,2, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,249356,,1,5, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,252921,,1,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8517,851736,LT, KC, C2,36,f,254337,,5,6, 1,179044,211488,219402,219402,255044, O, R, np, 999, 1,226848, 999, 999
8525,852536,SS, OB, CB,36,m,0,,,,,0,0,9996,9996,58650, 999, W, 999, np, 999,0, 999, 999
8525,852536,SS, OB, C3,36,m,430372,M,5,2,,398004,421056,424524,424524,463896, R, G, np, np, 0,0, 999, 999
8525,852536,SS, OB, C3,36,m,433568,M,2,5,,398004,421056,424524,424524,463896, R, G, np, np, 0,0, 999, 999
8525,852536,SS, OB, C3,36,m,434996,M,1,5,,398004,421056,424524,424524,463896, R, G, np, np, 0,0, 999, 999
8525,852536,SS, OB, C2,36,m,290938,M,5,2,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8525,852536,SS, OB, C2,36,m,293658,M,1,5,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8525,852536,SS, OB, C2,36,m,296106,M,2,5,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8525,852536,SS, OB, C2,36,m,306850,M,1,6,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8525,852536,SS, OB, C2,36,m,307870,M,2,6,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8525,852536,SS, OB, C2,36,m,310964,M,5,6,,209270,284036,288490,288490,344590, R, G, np, np, 1,293658, 999, 999
8541,854136,SS, OB, CB,36,m,77826,M,3,3,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, CB,36,m,80750,M,3,6,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, CB,36,m,82348,M,3,3,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, CB,36,m,86156,M,3,6,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, CB,36,m,89352,M,3,2,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, CB,36,m,95982,M,4,2,,0,0,55080,55080,108562, 999, Y, 999, np, 999,0, 999, 999
8541,854136,SS, OB, C3,36,m,281418,M,5,1,,244834,272952,277848,277848,290428, W, G, np, np, 0,0, 999, 999
8541,854136,SS, OB, C2,36,m,210902,M,2,2,,180812,199988,207366,207366,235824, W, G, np, np, 0,0, 999, 999
8541,854136,SS, OB, C2,36,m,222224,M,1,2,,180812,199988,207366,207366,235824, W, G, np, np, 0,0, 999, 999
8543,854336,SS, SR, CB,36,m,26044,M,3,3,,0,0,10268,10268,93364, 999, R, 999, np, 999,0, 999, 999
8543,854336,SS, SR, CB,36,m,26044,M,4,4,,0,0,10268,10268,93364, 999, R, 999, np, 999,0, 999, 999
8543,854336,SS, SR, CB,36,m,68272,M,3,6,,0,0,10268,10268,93364, 999, R, 999, np, 999,0, 999, 999
8543,854336,SS, SR, CB,36,m,69734,M,4,6,,0,0,10268,10268,93364, 999, R, 999, np, 999,0, 999, 999
8543,854336,SS, SR, C5,36,m,434758,M,5,2,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,435982,M,1,5,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,436798,M,2,5,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,441388,M,4,1,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,446318,M,4,6,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,451690,M,4,1,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,455226,M,4,6,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,464066,M,3,1,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C5,36,m,467908,M,4,1,,394332,425408,428536,428536,503710, O, R, np, np, 1,467908, 999, 999
8543,854336,SS, SR, C4,36,m,334832,M,4,1,,294916,323510,329630,329630,367642, O, R, np, np, 1,346936, 999, 999
8543,854336,SS, SR, C4,36,m,336974,M,5,1,,294916,323510,329630,329630,367642, O, R, np, np, 1,346936, 999, 999
8543,854336,SS, SR, C4,36,m,345848,M,1,5,,294916,323510,329630,329630,367642, O, R, np, np, 1,346936, 999, 999
8543,854336,SS, SR, C4,36,m,346936,M,2,5,,294916,323510,329630,329630,367642, O, R, np, np, 1,346936, 999, 999
8543,854336,SS, SR, C3,36,m,239326,M,1,1,,201450,222836,227630,227630,274584, O, R, c, np, 0,0, 999, 999
8543,854336,SS, SR, C3,36,m,241944,M,2,1,,201450,222836,227630,227630,274584, O, R, c, np, 0,0, 999, 999
8543,854336,SS, SR, C3,36,m,246058,M,4,2,,201450,222836,227630,227630,274584, O, R, c, np, 0,0, 999, 999
8543,854336,SS, SR, C3,36,m,266526,M,4,6,,201450,222836,227630,227630,274584, O, R, c, np, 0,0, 999, 999
8543,854336,SS, SR, C2,36,m,169388,M,5,2,,145962,162792,166090,166090,198220, O, R, c, np, 1,171156, 999, 999
8543,854336,SS, SR, C2,36,m,171156,M,1,5,,145962,162792,166090,166090,198220, O, R, c, np, 1,171156, 999, 999
8543,854336,SS, SR, C2,36,m,181560,M,5,6,,145962,162792,166090,166090,198220, O, R, c, np, 1,171156, 999, 999
8543,854336,SS, SR, C2,36,m,193800,M,5,2,,145962,162792,166090,166090,198220, O, R, c, np, 1,171156, 999, 999
8543,854336,SS, SR, C2,36,m,195908,M,2,5,,145962,162792,166090,166090,198220, O, R, c, np, 1,171156, 999, 999
8544,854436,HG, JRH, C5,36,f,575382,M,5,2, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,577048,M,1,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,577796,M,2,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,584154,M,4,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,588948,M,3,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,599964,M,2,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,601392,M,1,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,603908,M,3,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,603908,M,4,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,609586,M,5,2, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,610980,M,1,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,612170,M,2,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,616250,M,4,4, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,619616,M,3,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,622336,M,4,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,622336,M,4,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,626484,M,1,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,627844,M,2,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,628728,M,5,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,630564,M,4,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,631652,M,3,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,633284,M,5,2, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,634304,M,1,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,635052,M,2,5, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,636888,M,4,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,642124,M,3,1, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,651746,M,2,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,652698,M,1,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,653854,M,5,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,655282,M,3,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C5,36,f,656608,M,4,6, 1,514828,564298,572254,572254,658818, G, O, c, np, 1,590104, 999, 999
8544,854436,HG, JRH, C4,36,f,459816,M,5,1, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,461482,M,1,5, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,462808,M,2,5, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,466514,M,1,6, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,467534,M,2,6, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,475286,M,4,1, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,481474,M,5,1, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,483242,M,1,5, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, C4,36,f,484024,M,2,5, 1,415922,451248,457096,457096,491844, G, O, c, np, 1,485622, 999, 999
8544,854436,HG, JRH, CB,36,f,0,,,, 999,0,0,12920,12920,60044, 999, B, 999, np, 999,0, 999, 999
8544,854436,HG, JRH, C3,36,f,350166,M,5,2, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,352444,M,1,1, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,357510,M,2,1, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,364548,M,1,1, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,374850,M,4,4, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,376278,M,3,3, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,382228,M,3,6, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,397800,M,4,6, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,403206,M,1,1, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C3,36,f,405688,M,2,1, 1,320416,344352,348262,348262,406742, G, O, nc, np,  0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,242216,M,5,2, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,244596,M,1,5, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,246160,M,2,5, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,248914,M,4,4, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,251260,M,3,3, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,257822,M,4,6, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,259760,M,3,6, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,262208,M,2,6, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,264112,M,1,6, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,266764,M,5,2, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,267954,M,1,5, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8544,854436,HG, JRH, C2,36,f,269314,M,2,5, 1,215560,233138,236844,236844,270232, G, O, c, np, 0,0, 999, 999
8551,855136,LT, KP & OB, CB,36,f,0,,,, 1,0,0,12342,12342,68837, 999, W, 999, 999, 999,0, 999, 999
8551,855136,LT, KP & OB, C3,36,f,401985,,,, 1,367396,0,0,0,0,O, G, np, 999, 0,0, 999, 999
8551,855136,LT, KP & OB,C2,36,f,338232,,5,2, 1 ,296778,325803,336668,336668,363184, O, G, np, 999, 1,340170, 999, 999
8551,855136,LT, KP & OB,C2,36,f,340170,,1,5, 1 ,296778,325803,336668,336668,363184, O, G, np, 999, 1,340170, 999, 999
8551,855136,LT, KP & OB,C2,36,f,343978,,2,5, 1 ,296778,325803,336668,336668,363184, O, G, np, 999, 1,340170, 999, 999
8551,855136,LT, KP & OB,C2,36,f,349520,,3,3, 1 ,296778,325803,336668,336668,363184, O, G, np, 999, 1,340170, 999, 999
8551,855136,LT, KP & OB,C2,36,f,355130,,4,4, 1 ,296778,325803,336668,336668,363184, O, G, np, 999, 1,340170, 999, 999
8552,855236,LT, SW & CT, CB,36,m,12852,,3,3, 1,0,0,1768,1768,50728, 999, W, 999, 999, 999,0, 999, 999
8552,855236,LT, SW & CT, CB,36,m,12852,,4,4, 1,0,0,1768,1768,50728, 999, W, 999, 999, 999,0, 999, 999
8552,855236,LT, SW & CT, CB,36,m,16932,,3,6, 1,0,0,1768,1768,50728, 999, W, 999, 999, 999,0, 999, 999
8552,855236,LT, SW & CT, CB,36,m,19890,,4,6, 1,0,0,1768,1768,50728, 999, W, 999, 999, 999,0, 999, 999
8552,855236,LT, SW & CT, CB,36,m,43112,,3,3, 1,0,0,1768,1768,50728, 999, W, 999, 999, 999,0, 999, 999
8552,855236,LT, SW & CP, C4,36,m,314750,,4,1, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,316595,,5,2, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,318710,,1,5, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,320464,,2,5, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,325327,,3,1, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,329800,,3,6, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,331173,,4,6, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,337246,,5,6, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,337246,,1,6, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,337246,,2,6, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,340680,,4,2, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,340680,,3,2, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,343230,,2,2, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CP, C4,36,m,344829,,1,2, 1,259456,308621,310454,310454,350830, R, Y, np, 999, 1,320484, 999, 999
8552,855236,LT, SW & CT, C3,36,m,226758,,1,1, 1,179686,218315,222394,222394,254573, R, Y, np, 999, 1,233261, 999, 999
8552,855236,LT, SW & CT, C3,36,m,228511,,2,1, 1,179686,218315,222394,222394,254573, R, Y, np, 999, 1,233261, 999, 999
8552,855236,LT, SW & CT, C3,36,m,233261,,3,2, 1,179686,218315,222394,222394,254573, R, Y, np, 999, 1,233261, 999, 999
8552,855236,LT, SW & CT, C3,36,m,235450,,3,6, 1,179686,218315,222394,222394,254573, R, Y, np, 999, 1,233261, 999, 999
8552,855236,LT, SW & CT, C3,36,m,238884,,1,6, 1,179686,218315,222394,222394,254573, R, Y, np, 999, 1,233261, 999, 999
