"","codenumber","newID","coder","pose","age","gender","training","robotExptr","robotChild","manipCheck","Naming","CRP","CRT","M_count","TestDuration","DemoDuration","Goal","LatGoal","totalsteps","totalpairs","totaltriplets","totalquadruplets","totalquintuplets","test_lessthan_100per","test_lessthan_50per","LOOK_at_this_code"
"391",8093,"809336","HG","C3",36,"F",0,"R","G","nc"," np"," 999"," 999",9,56.678,27.642," n",999,0,0,0,0,0,0,0,0
"392",8093,"809336","HG","C4",36,"F",0,"R","G","np"," np"," 999"," 999",5,79.05,33.966," n",999,1,0,0,0,0,0,0,0
"393",8093,"809336","HG","C5",36,"F",0,"R","G","c"," y"," 999"," 999",6,72.318,37.74," n",999,3,2,1,0,0,0,0,0
"394",8093,"809336","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",0,51.748,0," 999",999,0,0,0,0,0,0,0,0
"395",8093,"809336","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",0,51.748,0," 999",999,0,0,0,0,0,0,0,0
"396",8093,"809336","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",0,51.748,0," 999",999,0,0,0,0,0,0,0,0
"397",8093,"809336","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",0,51.748,0," 999",999,0,0,0,0,0,0,0,0
"398",8097,"809736","SS","C2",36,"F",0,"B","Y","c"," np"," 999"," 999",6,24.174,20.4," 1",10.744,2,1,0,0,0,0,0,0
"399",8097,"809736","SS","C3",36,"F",0,"B","Y","c"," np"," 999"," 999",12,56.644,26.316," 0",999,2,1,0,0,0,0,0,0
"400",8097,"809736","SS","C4",36,"F",0,"B","Y","c"," np"," 999"," 999",12,53.448,35.462," 0",999,0,0,0,0,0,0,0,0
"401",8097,"809736","SS","C5",36,"F",0,"B","Y","c"," np"," 999"," 999",12,70.856,35.7," 0",999,3,2,1,0,0,0,0,0
"402",8097,"809736","SS","CB2",36,"F",0,"999","G","999"," np"," 999"," 999",4,72.318,0," 999",999,0,0,0,0,0,0,0,0
"403",8097,"809736","SS","CB3",36,"F",0,"999","G","999"," np"," 999"," 999",4,72.318,0," 999",999,0,0,0,0,0,0,0,0
"404",8097,"809736","SS","CB4",36,"F",0,"999","G","999"," np"," 999"," 999",4,72.318,0," 999",999,0,0,0,0,0,0,0,0
"405",8097,"809736","SS","CB5",36,"F",0,"999","G","999"," np"," 999"," 999",4,72.318,0," 999",999,0,0,0,0,0,0,0,0
"406",8152,"815236","MC","C2",36,"M",1,"W","G","c"," np"," 999"," 999",8,37.502,24.786," 0",999,0,0,0,0,0,0,0,0
"407",8152,"815236","MC","C3",36,"M",1,"W","G","c"," np"," 999"," 999",8,19.754,29.376," 0",999,2,1,0,0,0,1,0,0
"408",8152,"815236","MC","C4",36,"M",1,"W","G","c"," np"," 999"," 999",16,46.41,35.292," 0",999,3,1,0,0,0,0,0,0
"409",8152,"815236","MC","C5",36,"M",1,"W","G","c"," np"," 999"," 999",5,12.172,44.914," 1",12.172,5,3,1,0,0,1,1,0
"410",8152,"815236","MC","CB2",36,"M",999,"999","O","999"," np"," 999"," 999",0,63.882,0," 999",999,0,0,0,0,0,0,0,0
"411",8152,"815236","MC","CB3",36,"M",999,"999","O","999"," np"," 999"," 999",0,63.882,0," 999",999,0,0,0,0,0,0,0,0
"412",8152,"815236","MC","CB4",36,"M",999,"999","O","999"," np"," 999"," 999",0,63.882,0," 999",999,0,0,0,0,0,0,0,0
"413",8152,"815236","MC","CB5",36,"M",999,"999","O","999"," np"," 999"," 999",0,63.882,0," 999",999,0,0,0,0,0,0,0,0
"414",8155,"815536","HG","C2",36,"M",0,"W","Y","np"," y"," 999"," astronaut",6,89.896,18.496," n",999,0,0,0,0,0,0,0,0
"415",8155,"815536","HG","C3",36,"M",0,"W","Y","np"," np"," running"," 999",1,73.712,28.356," n",999,0,0,0,0,0,0,0,0
"416",8155,"815536","HG","CB2",36,"M",0,"999","G","np"," np"," 999"," 999",6,57.12,0," 999",999,0,0,0,0,0,0,0,0
"417",8155,"815536","HG","CB3",36,"M",0,"999","G","np"," np"," 999"," 999",6,57.12,0," 999",999,0,0,0,0,0,0,0,0
"418",8155,"815536","HG","CB4",36,"M",0,"999","G","np"," np"," 999"," 999",6,57.12,0," 999",999,0,0,0,0,0,0,0,0
"419",8155,"815536","HG","CB5",36,"M",0,"999","G","np"," np"," 999"," 999",6,57.12,0," 999",999,0,0,0,0,0,0,0,0
"420",8173,"817360","HM","C3",60,"M",0,"R","B","c","","","",5,31.991,30.876," 1",31.991,2,1,0,0,0,0,0,0
"421",8173,"817360","HM","C4",60,"M",0,"R","B","c","","","",7,32.16,42.904," 0",999,3,1,0,0,0,1,0,0
"422",8173,"817360","HM","C5",60,"M",0,"R","B","c","","","",11,35.059,42.161," 1",16.212,5,0,0,0,0,1,0,0
"423",8173,"817360","MO","CB2",60,"M",0,"999","B","999"," 999"," 999"," 999",10,36.516,0," 999",999,0,0,0,0,0,0,0,0
"424",8173,"817360","MO","CB3",60,"M",0,"999","B","999"," 999"," 999"," 999",10,36.516,0," 999",999,0,0,0,0,0,0,0,0
"425",8173,"817360","MO","CB4",60,"M",0,"999","B","999"," 999"," 999"," 999",10,36.516,0," 999",999,0,0,0,0,0,0,0,0
"426",8173,"817360","MO","CB5",60,"M",0,"999","B","999"," 999"," 999"," 999",10,36.516,0," 999",999,0,0,0,0,0,0,0,0
"427",8199,"819936","HG","C2",36,"F",0,"B","R","np"," 999"," 999"," 999",9,42.432,23.97," n",999,2,1,0,0,0,0,0,0
"428",8199,"819936","HG","C3",36,"F",0,"B","R","np"," 999"," 999"," 999",0,0,46.75," n",0,0,0,0,0,0,1,1,0
"429",8199,"819936","HG","C4",36,"F",0,"B","R","np"," 999","","",0,0,36.312," 999",0,0,0,0,0,0,1,1,0
"430",8199,"819936","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",0,52.768,0," 999",999,0,0,0,0,0,0,0,0
"431",8199,"819936","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",0,52.768,0," 999",999,0,0,0,0,0,0,0,0
"432",8199,"819936","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",0,52.768,0," 999",999,0,0,0,0,0,0,0,0
"433",8199,"819936","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",0,52.768,0," 999",999,0,0,0,0,0,0,0,0
"434",8217,"821736","HG","C2",36,"F",0,"R","G","nc"," np"," 999"," 999",4,20.876,20.74," y",14.178,2,1,0,0,0,0,0,0
"435",8217,"821736","HG","C3",36,"F",0,"R","G","np"," np"," 999"," 999",2,33.422,26.588," n",999,1,0,0,0,0,0,0,0
"436",8217,"821736","HG","C4",36,"F",0,"R","G","c"," np"," 999"," 999",23,64.124,33.796," n",999,2,1,0,0,0,0,0,0
"437",8217,"821736","HG","C5",36,"F",0,"R","G","c"," np"," 999"," 999",9,54.638,39.032," n",999,4,3,2,1,0,0,0,0
"438",8217,"821736","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",0,48.032,0," 999",999,0,0,0,0,0,0,0,0
"439",8217,"821736","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",0,48.032,0," 999",999,0,0,0,0,0,0,0,0
"440",8217,"821736","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",0,48.032,0," 999",999,0,0,0,0,0,0,0,0
"441",8217,"821736","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",0,48.032,0," 999",999,0,0,0,0,0,0,0,0
"442",8219,"821936","HG","C2",36,"F",0,"R","G","c"," 999"," 999"," 999",2,26.724,21.862," n",999,0,0,0,0,0,0,0,0
"443",8219,"821936","HG","C3",36,"F",0,"R","G","c"," 999"," 999"," 999",6,51.476,34.986," n",999,0,0,0,0,0,0,0,0
"444",8219,"821936","HG","C4",36,"F",0,"R","G","c"," 999"," 999"," 999",9,63.444,40.698," n",999,3,0,0,0,0,0,0,0
"445",8219,"821936","HG","C5",36,"F",0,"R","G","c"," 999"," 999"," 999",8,65.62,43.146," n",999,3,2,1,0,0,0,0,0
"446",8219,"821936","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",10,86.972,0," 999",999,0,0,0,0,0,0,0,0
"447",8219,"821936","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",10,86.972,0," 999",999,0,0,0,0,0,0,0,0
"448",8219,"821936","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",10,86.972,0," 999",999,0,0,0,0,0,0,0,0
"449",8219,"821936","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",10,86.972,0," 999",999,0,0,0,0,0,0,0,0
"450",8219,"821960","SM","C3",60,"F",1,"G","B","nc"," np"," 999"," 999",4,23.392,31.96," 0",999,2,1,0,0,0,1,0,0
"451",8219,"821960","SM","C4",60,"F",1,"G","B","nc"," np"," 999"," 999",4,29.648,34.612," 0",999,0,0,0,0,0,1,0,0
"452",8219,"821960","SM","C5",60,"F",1,"G","B","nc"," np"," 999"," 999",4,30.94,38.556," 0",999,0,0,0,0,0,1,0,0
"453",8219,"821960","SM","CB2",60,"F",1,"999","G","999"," np"," 999"," 999",0,53.618,0," 999",999,0,0,0,0,0,0,0,0
"454",8219,"821960","SM","CB3",60,"F",1,"999","G","999"," np"," 999"," 999",0,53.618,0," 999",999,0,0,0,0,0,0,0,0
"455",8219,"821960","SM","CB4",60,"F",1,"999","G","999"," np"," 999"," 999",0,53.618,0," 999",999,0,0,0,0,0,0,0,0
"456",8219,"821960","SM","CB5",60,"F",1,"999","G","999"," np"," 999"," 999",0,53.618,0," 999",999,0,0,0,0,0,0,0,0
"457",8222,"822236","HG","C2",36,"F",0,"B","G","c"," y"," 999"," 999",1,27.744,21.658," n",999,0,0,0,0,0,0,0,0
"458",8222,"822236","HG","C3",36,"F",0,"B","G","c"," np"," 999"," 999",9,56.916,29.478," n",999,1,0,0,0,0,0,0,0
"459",8222,"822236","HG","C4",36,"F",0,"B","G","nc"," np"," 999"," 999",6,93.5,40.392," n",999,2,0,0,0,0,0,0,0
"460",8222,"822236","HG","C5",36,"F",0,"B","G","np"," np"," 999"," 999",2,35.53,43.588," n",999,1,0,0,0,0,1,0,0
"461",8222,"822236","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",0,103.035,0," 999",999,0,0,0,0,0,0,0,0
"462",8222,"822236","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",0,103.035,0," 999",999,0,0,0,0,0,0,0,0
"463",8222,"822236","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",0,103.035,0," 999",999,0,0,0,0,0,0,0,0
"464",8222,"822236","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",0,103.035,0," 999",999,0,0,0,0,0,0,0,0
"465",8222,"822260","SM","C3",60,"F",1,"R","G","c"," np"," 999"," 999",4,33.116,39.882," 0",999,1,0,0,0,0,0,0,0
"466",8222,"822260","SM","C4",60,"F",1,"R","G","nc"," np"," 999"," 999",8,28.73,40.698," 0",999,2,1,0,0,0,1,0,0
"467",8222,"822260","SM","C5",60,"F",1,"R","G","nc"," np"," 999"," 999",2,26.384,48.552," 0",999,2,0,0,0,0,1,0,0
"468",8222,"822260","SM","CB2",60,"F",1,"999","G","np"," np"," 999"," 999",0,40.426,0," 999",999,0,0,0,0,0,0,0,0
"469",8222,"822260","SM","CB3",60,"F",1,"999","G","np"," np"," 999"," 999",0,40.426,0," 999",999,0,0,0,0,0,0,0,0
"470",8222,"822260","SM","CB4",60,"F",1,"999","G","np"," np"," 999"," 999",0,40.426,0," 999",999,0,0,0,0,0,0,0,0
"471",8222,"822260","SM","CB5",60,"F",1,"999","G","np"," np"," 999"," 999",0,40.426,0," 999",999,0,0,0,0,0,0,0,0
"472",8228,"822836","SS","C2",36,"F",0,"G","B","np"," np"," 999"," 999",1,19.924,21.658," 0",999,1,0,0,0,0,1,0,0
"473",8228,"822836","SS","C3",36,"F",0,"G","R","np"," np"," 999"," 999",3,24.446,40.358," 0",999,0,0,0,0,0,1,0,0
"474",8228,"822836","SS","C4",36,"F",0,"G","W","np"," np"," 999"," 999",3,32.13,30.906," 0",999,2,0,0,0,0,1,0,0
"475",8228,"822836","SS","CB2",36,"F",0,"999","W","999"," np"," 999"," 999",0,66.062,0," 999",999,0,0,0,0,0,0,0,0
"476",8228,"822836","SS","CB3",36,"F",0,"999","W","999"," np"," 999"," 999",0,66.062,0," 999",999,0,0,0,0,0,0,0,0
"477",8228,"822836","SS","CB4",36,"F",0,"999","W","999"," np"," 999"," 999",0,66.062,0," 999",999,0,0,0,0,0,0,0,0
"478",8228,"822836","SS","CB5",36,"F",0,"999","W","999"," np"," 999"," 999",0,66.062,0," 999",999,0,0,0,0,0,0,0,0
"479",8229,"822936","SS","C2",36,"F",0,"G","R","np"," np"," 999"," 999",1,17.34,21.998," 0",999,0,0,0,0,0,1,0,0
"480",8229,"822936","SS","C3",36,"F",0,"G","R","np"," np"," 999"," 999",3,37.298,25.806," 0",999,0,0,0,0,0,0,0,0
"481",8229,"822936","SS","C4",36,"F",0,"G","R","c"," np"," 999"," 999",9,41.922,35.564," 0",999,3,0,0,0,0,0,0,0
"482",8229,"822936","SS","CB2",36,"F",0,"999","W","999"," np"," 999"," 999",0,41.956,0," 999",999,0,0,0,0,0,0,0,0
"483",8229,"822936","SS","CB3",36,"F",0,"999","W","999"," np"," 999"," 999",0,41.956,0," 999",999,0,0,0,0,0,0,0,0
"484",8229,"822936","SS","CB4",36,"F",0,"999","W","999"," np"," 999"," 999",0,41.956,0," 999",999,0,0,0,0,0,0,0,0
"485",8229,"822936","SS","CB5",36,"F",0,"999","W","999"," np"," 999"," 999",0,41.956,0," 999",999,0,0,0,0,0,0,0,0
"486",8231,"823136","SS","C2",36,"F",0,"B","G","c"," np"," 999"," 999",2,14.45,17.578," 0",999,1,0,0,0,0,1,0,0
"487",8231,"823136","SS","C3",36,"F",0,"B","G","c"," np"," 999"," 999",4,26.622,41.072," 0",999,1,0,0,0,0,1,0,0
"488",8231,"823136","SS","C4",36,"F",0,"B","G","np"," np"," 999"," 999",2,36.788,34.408," 0",999,0,0,0,0,0,1,0,0
"489",8231,"823136","SS","C5",36,"F",0,"B","G","np"," np"," 999"," 999",0,0,9.554," 999",0,0,0,0,0,0,1,1,0
"490",8231,"823136","SS","CB2",36,"F",0,"999","W","999"," np"," 999"," 999",0,53.38,0," 999",999,0,0,0,0,0,0,0,0
"491",8231,"823136","SS","CB3",36,"F",0,"999","W","999"," np"," 999"," 999",0,53.38,0," 999",999,0,0,0,0,0,0,0,0
"492",8231,"823136","SS","CB4",36,"F",0,"999","W","999"," np"," 999"," 999",0,53.38,0," 999",999,0,0,0,0,0,0,0,0
"493",8231,"823136","SS","CB5",36,"F",0,"999","W","999"," np"," 999"," 999",0,53.38,0," 999",999,0,0,0,0,0,0,0,0
"494",8266,"826636","LT","C2",36,"F",1,"O","G","nc"," 999"," 999"," 999",2,27.028,23.776," 0",999,0,0,0,0,0,0,0,0
"495",8266,"826636","LT","C3",36,"F",1,"O","G","nc"," 999"," 999"," 999",4,27.561,29.897," 0",999,2,0,0,0,0,1,0,0
"496",8266,"826636","LT","C4",36,"F",1,"O","G","nc"," 999"," 999"," 999",5,48.474,34.332," 0",999,0,0,0,0,0,0,0,0
"497",8266,"826636","LT","C5",36,"F",1,"O","G","nc"," 999"," 999"," 999",6,74.409,39.067," 0",999,2,0,0,0,0,0,0,0
"498",8266,"826636","LT","CB2",36,"F",1,"999","W","999"," 999"," 999"," 999",0,78.714,0," 999",999,0,0,0,0,0,0,0,0
"499",8266,"826636","LT","CB3",36,"F",1,"999","W","999"," 999"," 999"," 999",0,78.714,0," 999",999,0,0,0,0,0,0,0,0
"500",8266,"826636","LT","CB4",36,"F",1,"999","W","999"," 999"," 999"," 999",0,78.714,0," 999",999,0,0,0,0,0,0,0,0
"501",8266,"826636","LT","CB5",36,"F",1,"999","W","999"," 999"," 999"," 999",0,78.714,0," 999",999,0,0,0,0,0,0,0,0
"502",8277,"827736","HG","C2",36,"F",0,"B","O","np"," np"," flying"," 999",4,16.354,24.582," y",15.606,2,1,0,0,0,1,0,0
"503",8277,"827736","HG","C3",36,"F",0,"B","O","np"," np"," walking upside down"," 999",4,27.064,36.244," n",999,0,0,0,0,0,1,0,0
"504",8277,"827736","HG","C4",36,"F",0,"B","O","np"," np"," 999"," rocketship",5,26.996,45.152," n",999,2,0,0,0,0,1,0,0
"505",8277,"827736","HG","C5",36,"F",0,"B","O","c"," np"," 999"," rocketship",3,30.702,51.083," n",999,1,0,0,0,0,1,0,0
"506",8277,"827736","HG","CB2",36,"F",0,"999","G","np"," np"," 999"," 999",8,82.518,0," 999",999,0,0,0,0,0,0,0,0
"507",8277,"827736","HG","CB3",36,"F",0,"999","G","np"," np"," 999"," 999",8,82.518,0," 999",999,0,0,0,0,0,0,0,0
"508",8277,"827736","HG","CB4",36,"F",0,"999","G","np"," np"," 999"," 999",8,82.518,0," 999",999,0,0,0,0,0,0,0,0
"509",8277,"827736","HG","CB5",36,"F",0,"999","G","np"," np"," 999"," 999",8,82.518,0," 999",999,0,0,0,0,0,0,0,0
"510",8352,"835236","MO","C2",36,"M",0,"B","R","c","","","",8,26.439,25.171," 0",999,1,0,0,0,0,0,0,0
"511",8352,"835236","MO","C3",36,"M",0,"B","R","c"," 999"," 999"," 999",4,60.474,32.159," 0",999,2,0,0,0,0,0,0,0
"512",8352,"835236","MO","C4",36,"M",0,"R","B","c"," 999"," 999"," 999",10,61.271,39.524," 0",999,2,1,0,0,0,0,0,0
"513",8352,"835236","MO","C5",36,"M",0,"R","B","np","","","",11,71.58,40.189," 0",999,4,3,2,1,0,0,0,0
"514",8352,"835236","MO","CB2",36,"M",0,"999","R","999"," 999"," 999"," 999",5,77.248,0," 999",999,0,0,0,0,0,0,0,0
"515",8352,"835236","MO","CB3",36,"M",0,"999","R","999"," 999"," 999"," 999",5,77.248,0," 999",999,0,0,0,0,0,0,0,0
"516",8352,"835236","MO","CB4",36,"M",0,"999","R","999"," 999"," 999"," 999",5,77.248,0," 999",999,0,0,0,0,0,0,0,0
"517",8352,"835236","MO","CB5",36,"M",0,"999","R","999"," 999"," 999"," 999",5,77.248,0," 999",999,0,0,0,0,0,0,0,0
"518",8355,"835560","HM","C3",60,"F",0,"W","B","c","","","",7,13.4,29.699," 1",10.607,3,1,0,0,0,1,1,0
"519",8355,"835560","HM","C4",60,"F",0,"W","B","c","","","",7,17.267,31.778," 1",12.251,3,1,0,0,0,1,1,0
"520",8355,"835560","HM","C5",60,"F",0,"W","B","c","","","",8,28.13,31.835," 1",13.41,5,4,3,2,1,1,0,0
"521",8355,"835560","MO","CB2",60,"F",0,"999","R","999"," 999"," 999"," 999",7,35.19,0," 999",999,0,0,0,0,0,0,0,0
"522",8355,"835560","MO","CB3",60,"F",0,"999","R","999"," 999"," 999"," 999",7,35.19,0," 999",999,1,0,0,0,0,0,0,0
"523",8355,"835560","MO","CB4",60,"F",0,"999","R","999"," 999"," 999"," 999",7,35.19,0," 999",999,1,0,0,0,0,0,0,0
"524",8355,"835560","MO","CB5",60,"F",0,"999","R","999"," 999"," 999"," 999",7,35.19,0," 999",999,0,0,0,0,0,0,0,0
"525",8360,"836036","MC","C2",36,"F",1,"G","W","c"," 999"," 999"," 999",11,0.365,0.591," 1",0.037,2,1,0,0,0,1,1,0
"526",8360,"836036","MC","C3",36,"F",1,"G","W","999"," 999"," 999"," 999",8,0.832,0.622," 0",999,0,0,0,0,0,1,1,0
"527",8360,"836036","MC","C4",36,"F",1,"G","W","c"," 999"," 999"," 999",16,1.014,0.299," 0",999,3,2,1,0,0,1,1,0
"528",8360,"836036","MC","C5",36,"F",1,"G","W","c"," 999"," 999"," 999",12,1.156,0.787," 0",999,3,2,1,0,0,1,1,0
"529",8360,"836036","MC","CB2",36,"F",999,"999","G","np"," np"," 999"," 999",0,0,0," 99",0,0,0,0,0,0,0,0,0
"530",8360,"836036","MC","CB3",36,"F",999,"999","G","np"," np"," 999"," 999",0,0,0," 99",0,0,0,0,0,0,0,0,0
"531",8360,"836036","MC","CB4",36,"F",999,"999","G","np"," np"," 999"," 999",0,0,0," 99",0,0,0,0,0,0,0,0,0
"532",8360,"836036","MC","CB5",36,"F",999,"999","G","np"," np"," 999"," 999",0,0,0," 99",0,0,0,0,0,0,0,0,0
"533",8368,"836836","HG","C2",36,"M",0,"B","Y","c"," np"," 999"," 999",2,31.926,24.004," n",999,0,0,0,0,0,0,0,0
"534",8368,"836836","HG","C3",36,"M",0,"B","Y","np"," np"," 999"," 999",4,43.112,30.906," y",26.214,3,2,1,0,0,0,0,0
"535",8368,"836836","HG","C4",36,"M",0,"B","Y","c"," np"," 999"," 999",10,56.882,34.68," n",999,0,0,0,0,0,0,0,0
"536",8368,"836836","HG","CB2",36,"M",0,"999","W","np"," np"," 999"," 999",0,34.442,0," 999",999,0,0,0,0,0,0,0,0
"537",8368,"836836","HG","CB3",36,"M",0,"999","W","np"," np"," 999"," 999",0,34.442,0," 999",999,0,0,0,0,0,0,0,0
"538",8368,"836836","HG","CB4",36,"M",0,"999","W","np"," np"," 999"," 999",0,34.442,0," 999",999,0,0,0,0,0,0,0,0
"539",8368,"836836","HG","CB5",36,"M",0,"999","W","np"," np"," 999"," 999",0,34.442,0," 999",999,0,0,0,0,0,0,0,0
"540",8374,"837436","LT","C2",36,"M",1,"W","G","c"," 999"," 999"," 999",3,60.491,20.104," 0",999,2,0,0,0,0,0,0,0
"541",8374,"837436","LT","C3",36,"M",1,"W","G","c"," 999"," 999"," 999",3,31.406,27.287," 0",999,2,0,0,0,0,0,0,0
"542",8374,"837436","LT","C4",36,"M",1,"W","G","np"," 999"," 999"," 999",2,18.287,36.269," 0",999,1,0,0,0,0,1,1,0
"543",8374,"837436","LT","C5",36,"M",1,"W","G","np"," 999"," 999"," 999",2,19.759,41.035," 0",999,0,0,0,0,0,1,1,0
"544",8374,"837436","LT","CB2",36,"M",1,"999","O","999"," 999"," 999"," 999",4,70.137,0," 999",999,0,0,0,0,0,0,0,0
"545",8374,"837436","LT","CB3",36,"M",1,"999","O","999"," 999"," 999"," 999",4,70.137,0," 999",999,0,0,0,0,0,0,0,0
"546",8374,"837436","LT","CB4",36,"M",1,"999","O","999"," 999"," 999"," 999",4,70.137,0," 999",999,0,0,0,0,0,0,0,0
"547",8374,"837436","LT","CB5",36,"M",1,"999","O","999"," 999"," 999"," 999",4,70.137,0," 999",999,0,0,0,0,0,0,0,0
"548",8376,"837636","HG","C2",36,"M",0,"B","O","np"," nc"," 999"," 999",3,13.974,23.256," y",8.024,2,1,0,0,0,1,0,0
"549",8376,"837636","HG","C3",36,"M",0,"B","O","c"," nc"," 999"," 999",5,29.376,34.068," n",999,0,0,0,0,0,1,0,0
"550",8376,"837636","HG","C4",36,"M",0,"B","O","np"," np"," 999"," 999",3,20.91,37.352," n",999,3,2,1,0,0,1,0,0
"551",8376,"837636","HG","C5",36,"M",0,"B","O","c"," np"," 999"," 999",9,27.642,39.304," y",20.434,5,4,3,2,1,1,0,0
"552",8376,"837636","HG","CB2",36,"M",0,"999","W","np"," np"," 999"," 999",1,33.49,0," 999",999,0,0,0,0,0,0,0,0
"553",8376,"837636","HG","CB3",36,"M",0,"999","W","np"," np"," 999"," 999",1,33.49,0," 999",999,0,0,0,0,0,0,0,0
"554",8376,"837636","HG","CB4",36,"M",0,"999","W","np"," np"," 999"," 999",1,33.49,0," 999",999,0,0,0,0,0,0,0,0
"555",8376,"837636","HG","CB5",36,"M",0,"999","W","np"," np"," 999"," 999",1,33.49,0," 999",999,0,0,0,0,0,0,0,0
"556",8378,"837836","MO","C2",36,"F",0,"O","B","c"," 999"," 999"," 999",4,27.046,24.548," 0",999,1,0,0,0,0,0,0,0
"557",8378,"837836","MO","C3",36,"F",0,"O","B","c"," 999"," 999"," 999",11,67.116,31.092," 1",13.6,3,2,1,0,0,0,0,0
"558",8378,"837836","MO","C4",36,"F",0,"O","B","c"," 999"," 999"," 999",12,53.958,30.193," 1",23.188,4,3,2,1,0,0,0,0
"559",8378,"837836","MO","C5",36,"F",0,"O","B","c"," 999"," 999"," 999",13,56.066,48.322," 1",28.628,5,4,3,2,1,0,0,0
"560",8378,"837836","MO","CB2",36,"F",0,"999","R","999"," 999"," 999"," 999",0,71.4,0," 999",999,0,0,0,0,0,0,0,0
"561",8378,"837836","MO","CB3",36,"F",0,"999","R","999"," 999"," 999"," 999",0,71.4,0," 999",999,0,0,0,0,0,0,0,0
"562",8378,"837836","MO","CB4",36,"F",0,"999","R","999"," 999"," 999"," 999",0,71.4,0," 999",999,0,0,0,0,0,0,0,0
"563",8378,"837836","MO","CB5",36,"F",0,"999","R","999"," 999"," 999"," 999",0,71.4,0," 999",999,0,0,0,0,0,0,0,0
"564",8389,"838936","MO","C2",36,"M",0,"W","B","c"," 999"," 999"," 999",15,47.634,19.37," 1",5.304,2,1,0,0,0,0,0,0
"565",8389,"838936","MO","C3",36,"M",0,"W","B","c"," 999"," 999"," 999",4,46.308,23.836," 0",999,2,1,0,0,0,0,0,0
"566",8389,"838936","MO","C4",36,"M",0,"W","B","c"," 999"," 999"," 999",13,72.148,42.161," 0",999,3,1,0,0,0,0,0,0
"567",8389,"838936","MO","C5",36,"M",0,"W","B","c"," 999"," 999"," 999",8,53.625,46.126," 0",999,3,2,1,0,0,0,0,0
"568",8389,"838936","MO","CB2",36,"M",0,"999","R","999"," 999"," 999"," 999",10,74.902,0," 999",999,0,0,0,0,0,0,0,0
"569",8389,"838936","MO","CB3",36,"M",0,"999","R","999"," 999"," 999"," 999",10,74.902,0," 999",999,2,0,0,0,0,0,0,0
"570",8389,"838936","MO","CB4",36,"M",0,"999","R","999"," 999"," 999"," 999",10,74.902,0," 999",999,2,0,0,0,0,0,0,0
"571",8389,"838936","MO","CB5",36,"M",0,"999","R","999"," 999"," 999"," 999",10,74.902,0," 999",999,2,0,0,0,0,0,0,0
"572",8390,"839036","HG","CB2",36,"M",0,"999","W","np"," Y"," 999"," 999",4,69.904,0," 999",999,0,0,0,0,0,0,0,0
"573",8390,"839036","HG","CB3",36,"M",0,"999","W","np"," Y"," 999"," 999",4,69.904,0," 999",999,0,0,0,0,0,0,0,0
"574",8390,"839036","HG","CB4",36,"M",0,"999","W","np"," Y"," 999"," 999",4,69.904,0," 999",999,0,0,0,0,0,0,0,0
"575",8390,"839036","HG","CB5",36,"M",0,"999","W","np"," Y"," 999"," 999",4,69.904,0," 999",999,0,0,0,0,0,0,0,0
"576",8402,"840236","HG","C2",36,"F",0,"W","Y","np"," n"," 999"," 999",5,27.982,21.964," n",999,1,0,0,0,0,0,0,0
"577",8402,"840236","HG","C3",36,"F",0,"W","Y","np"," np"," flying"," 999",4,24.446,43.622," n",999,2,0,0,0,0,1,0,0
"578",8402,"840236","HG","C4",36,"F",0,"W","Y","np"," np"," going to outer space"," 999",4,29.716,42.058," n",999,0,0,0,0,0,1,0,0
"579",8402,"840236","HG","C5",36,"F",0,"W","Y","c"," np"," going to outer space"," 999",4,21.896,48.008," n",999,0,0,0,0,0,1,1,0
"580",8402,"840236","HG","CB2",36,"F",0,"999","G","np"," y"," 999"," 999",2,84.728,0," 999",999,0,0,0,0,0,0,0,0
"581",8402,"840236","HG","CB3",36,"F",0,"999","G","np"," y"," 999"," 999",2,84.728,0," 999",999,0,0,0,0,0,0,0,0
"582",8402,"840236","HG","CB4",36,"F",0,"999","G","np"," y"," 999"," 999",2,84.728,0," 999",999,1,0,0,0,0,0,0,0
"583",8402,"840236","HG","CB5",36,"F",0,"999","G","np"," y"," 999"," 999",2,84.728,0," 999",999,0,0,0,0,0,0,0,0
