"","codenumber","newID","coder","pose","age","gender","training","robotExptr","robotChild","manipCheck","Naming","CRP","CRT","M_count","TestDuration","DemoDuration","Goal","LatGoal","totalsteps","totalpairs","totaltriplets","totalquadruplets","totalquintuplets","test_lessthan_100per","test_lessthan_50per","LOOK_at_this_code"
"193",7176,"717660","MO","C5",60,"M",0,"W","R","c","","","",16,58.224,53.537," y",20.739,5,0,0,0,0,0,0,0
"194",7176,"717660","MO","CB2",60,"M",0,"999","B","np"," 999"," 999"," 999",0,28.832,0," 999",999,0,0,0,0,0,0,0,0
"195",7176,"717660","MO","CB3",60,"M",0,"999","B","np"," 999"," 999"," 999",0,28.832,0," 999",999,0,0,0,0,0,0,0,0
"196",7176,"717660","MO","CB4",60,"M",0,"999","B","np"," 999"," 999"," 999",0,28.832,0," 999",999,0,0,0,0,0,0,0,0
"197",7176,"717660","MO","CB5",60,"M",0,"999","B","np"," 999"," 999"," 999",0,28.832,0," 999",999,0,0,0,0,0,0,0,0
"198",7250,"725060","MO","C3",60,"F",0,"W","R","c"," 999"," 999"," 999",6,23.732,41.056," n",999,2,1,0,0,0,1,0,0
"199",7250,"725060","MO","C4",60,"F",0,"W","R","c"," 999"," 999"," 999",10,42.908,50.157," n",999,1,0,0,0,0,0,0,0
"200",7250,"725060","MO","C5",60,"F",0,"W","R","c"," 999"," 999"," robot dogs",14,50.558,54.081," n",999,3,2,1,0,0,0,0,0
"201",7250,"725060","MO","CB2",60,"F",0,"999","B","np"," 999"," 999"," 999",9,47.43,0," 999",999,1,0,0,0,0,0,0,0
"202",7250,"725060","MO","CB3",60,"F",0,"999","B","np"," 999"," 999"," 999",9,47.43,0," 999",999,0,0,0,0,0,0,0,0
"203",7250,"725060","MO","CB4",60,"F",0,"999","B","np"," 999"," 999"," 999",9,47.43,0," 999",999,3,0,0,0,0,0,0,0
"204",7250,"725060","MO","CB5",60,"F",0,"999","B","np"," 999"," 999"," 999",9,47.43,0," 999",999,2,0,0,0,0,0,0,0
"205",7297,"729760","MO","C3",60,"F",0,"W","R","c","","","",13,31.343,28.342," y",9.594,3,2,1,0,0,0,0,0
"206",7297,"729760","MO","C4",60,"F",0,"W","R","c","","","",18,45.43,34.007," n",999,4,2,1,0,0,0,0,0
"207",7297,"729760","MO","C5",60,"F",0,"W","R","c","","","",22,59.538,39.586," y",17.3,5,4,3,2,1,0,0,0
"208",7297,"729760","MO","CB2",60,"F",0,"999","B","np"," 999"," 999"," 999",7,40.698,0," 999",999,2,0,0,0,0,0,0,0
"209",7297,"729760","MO","CB3",60,"F",0,"999","B","np"," 999"," 999"," 999",7,40.698,0," 999",999,0,0,0,0,0,0,0,0
"210",7297,"729760","MO","CB4",60,"F",0,"999","B","np"," 999"," 999"," 999",7,40.698,0," 999",999,2,0,0,0,0,0,0,0
"211",7297,"729760","MO","CB5",60,"F",0,"999","B","np"," 999"," 999"," 999",7,40.698,0," 999",999,3,0,0,0,0,0,0,0
"212",7309,"730960","MO","C3",60,"M",0,"O","R","c","","","",5,28.649,25.573," n",999,0,0,0,0,0,1,0,0
"213",7309,"730960","MO","C4",60,"M",0,"O","R","c","","","",16,107.854,38.233," n",999,4,0,0,0,0,0,0,0
"214",7309,"730960","MO","C5",60,"M",0,"O","R","c","","","",15,78.839,41.386," n",999,5,4,3,2,1,0,0,0
"215",7309,"730960","MO","CB2",60,"M",0,"999","B","np"," 999"," 999"," 999",4,37.196,0," 999",999,0,0,0,0,0,0,0,0
"216",7309,"730960","MO","CB3",60,"M",0,"999","B","np"," 999"," 999"," 999",4,37.196,0," 999",999,0,0,0,0,0,0,0,0
"217",7309,"730960","MO","CB4",60,"M",0,"999","B","np"," 999"," 999"," 999",4,37.196,0," 999",999,0,0,0,0,0,0,0,0
"218",7309,"730960","MO","CB5",60,"M",0,"999","B","np"," 999"," 999"," 999",4,37.196,0," 999",999,0,0,0,0,0,0,0,0
"219",7319,"731960","MO","C3",60,"F",0,"O","B","c","","","",3,13.497,31.867," y",10.947,3,0,0,0,0,1,1,0
"220",7319,"731960","MO","C4",60,"F",0,"O","B","c","","","",13,52.432,34.908," y",49.955,4,0,0,0,0,0,0,0
"221",7319,"731960","MO","C5",60,"F",0,"O","B","c","","","",10,25.487,43.802," y",10.295,5,4,3,2,1,1,0,0
"222",7319,"731960","MO","CB2",60,"F",0,"999","R","np"," 999"," 999"," 999",2,32.538,0," 999",999,0,0,0,0,0,0,0,0
"223",7319,"731960","MO","CB3",60,"F",0,"999","R","np"," 999"," 999"," 999",2,32.538,0," 999",999,0,0,0,0,0,0,0,0
"224",7319,"731960","MO","CB4",60,"F",0,"999","R","np"," 999"," 999"," 999",2,32.538,0," 999",999,1,0,0,0,0,0,0,0
"225",7319,"731960","MO","CB5",60,"F",0,"999","R","np"," 999"," 999"," 999",2,32.538,0," 999",999,0,0,0,0,0,0,0,0
"226",7417,"741760","MO","C3",60,"F",0,"O","B","c"," 999"," ballet"," 999",8,30.129,30.437," y",20.724,3,0,0,0,0,0,0,0
"227",7417,"741760","MO","C4",60,"F",0,"O","B","c","999"," racecars"," 999",18,57.46,36.457," n",999,3,2,1,0,0,0,0,0
"228",7417,"741760","MO","C5",60,"F",0,"O","B","c"," 999"," inaudible","",9,32.578,42.562," y",14.329,5,0,0,0,0,1,0,0
"229",7417,"741760","MO","CB2",60,"F",0,"999","R","np"," 999"," 999"," 999",4,59.024,0," 999",999,0,0,0,0,0,0,0,0
"230",7417,"741760","MO","CB3",60,"F",0,"999","R","np"," 999"," 999"," 999",4,59.024,0," 999",999,0,0,0,0,0,0,0,0
"231",7417,"741760","MO","CB4",60,"F",0,"999","R","np"," 999"," 999"," 999",4,59.024,0," 999",999,0,0,0,0,0,0,0,0
"232",7417,"741760","MO","CB5",60,"F",0,"999","R","np"," 999"," 999"," 999",4,59.024,0," 999",999,0,0,0,0,0,0,0,0
"233",7429,"742936","MO","C3",36,"M",0,"B","W","np"," 999"," 999"," 999",8,83.331,24.907," n",999,1,0,0,0,0,0,0,0
"234",7429,"742936","MO","C5",36,"M",0,"B","O","np"," 999"," 999"," 999",5,59.143,34.284," n",999,1,0,0,0,0,0,0,0
"235",7429,"742936","MO","CB2",36,"M",0,"999","O","np"," 999"," 999"," 999",8,109.106,0," 999",999,0,0,0,0,0,0,0,0
"236",7429,"742936","MO","CB3",36,"M",0,"999","O","np"," 999"," 999"," 999",8,109.106,0," 999",999,0,0,0,0,0,0,0,0
"237",7429,"742936","MO","CB4",36,"M",0,"999","O","np"," 999"," 999"," 999",8,109.106,0," 999",999,0,0,0,0,0,0,0,0
"238",7429,"742936","MO","CB5",36,"M",0,"999","O","np"," 999"," 999"," 999",8,109.106,0," 999",999,0,0,0,0,0,0,0,0
"239",7456,"745660","MO","C3",60,"F",0,"O","R","c","","","",6,27.218,29.388," y",8.813,3,0,0,0,0,1,0,0
"240",7456,"745660","MO","C4",60,"F",0,"O","R","c","","","",8,40.575,36.467," y",14.95,4,3,2,1,0,0,0,0
"241",7456,"745660","MO","C5",60,"F",0,"O","R","c","","","",8,45.105,46.843," y",16.344,5,0,0,0,0,1,0,0
"242",7456,"745660","MO","CB2",60,"F",0,"999","B","np"," 999"," 999"," 999",0,39.48,0," 999",999,0,0,0,0,0,0,0,0
"243",7456,"745660","MO","CB3",60,"F",0,"999","B","np"," 999"," 999"," 999",0,39.48,0," 999",999,0,0,0,0,0,0,0,0
"244",7456,"745660","MO","CB4",60,"F",0,"999","B","np"," 999"," 999"," 999",0,39.48,0," 999",999,0,0,0,0,0,0,0,0
"245",7456,"745660","MO","CB5",60,"F",0,"999","B","np"," 999"," 999"," 999",0,39.48,0," 999",999,0,0,0,0,0,0,0,0
"246",7483,"748360","MO","C3",60,"M",0,"W","R","c"," 999"," 999"," 999",3,18.632,31.318," y",13.396,3,0,0,0,0,1,0,0
"247",7483,"748360","MO","C4",60,"M",0,"W","R","c"," 999"," 999"," 999",4,32.13,29.82," y",29.41,4,2,1,0,0,1,0,0
"248",7483,"748360","MO","C5",60,"M",0,"W","R","c"," 999"," 999"," 999",5,27.846,47.433," y",15.606,5,4,3,2,1,1,0,0
"249",7483,"748360","MO","CB2",60,"M",0,"999","B","np"," 999"," 999"," 999",0,43.52,0," 999",999,0,0,0,0,0,0,0,0
"250",7483,"748360","MO","CB3",60,"M",0,"999","B","np"," 999"," 999"," 999",0,43.52,0," 999",999,0,0,0,0,0,0,0,0
"251",7483,"748360","MO","CB4",60,"M",0,"999","B","np"," 999"," 999"," 999",0,43.52,0," 999",999,0,0,0,0,0,0,0,0
"252",7483,"748360","MO","CB5",60,"M",0,"999","B","np"," 999"," 999"," 999",0,43.52,0," 999",999,0,0,0,0,0,0,0,0
"253",7629,"762960","HM","C3",60,"M",0,"B","R","c","","","",4,28.056,33.581," no",999,3,0,0,0,0,1,0,0
"254",7629,"762960","HM","C4",60,"M",0,"B","R","c","","","",5,22.211,58.561," no",999,4,2,1,0,0,1,0,0
"255",7629,"762960","HM","C5",60,"M",0,"B","R","c","","","",10,31.28,50.283," no",999,5,3,1,0,0,1,0,0
"256",7629,"762960","MO","CB2",60,"M",0,"999","R","np"," 999"," 999"," 999",0,32.708,0," 999",999,0,0,0,0,0,0,0,0
"257",7629,"762960","MO","CB3",60,"M",0,"999","R","np"," 999"," 999"," 999",0,32.708,0," 999",999,0,0,0,0,0,0,0,0
"258",7629,"762960","MO","CB4",60,"M",0,"999","R","np"," 999"," 999"," 999",0,32.708,0," 999",999,0,0,0,0,0,0,0,0
"259",7629,"762960","MO","CB5",60,"M",0,"999","R","np"," 999"," 999"," 999",0,32.708,0," 999",999,0,0,0,0,0,0,0,0
"260",7630,"763036","MO","C2",36,"M",0,"O","B","c"," 999"," 999"," 999",20,43.365,22.752," y",8.842,2,1,0,0,0,0,0,0
"261",7630,"763036","TS","C3",36,"M",0,"O","B","","","","",10,31.171,25.678," n",999,0,0,0,0,0,0,0,0
"262",7630,"763036","TS","C4",36,"M",0,"O","B","c","","","",14,54.489,38.469," n",999,2,0,0,0,0,0,0,0
"263",7630,"763036","MO","C5",36,"M",0,"O","B","c"," 999"," 999"," 999",22,76.688,47.956," yes",17.051,5,3,1,0,0,0,0,0
"264",7630,"763036","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",0,74.525,0," 999",999,0,0,0,0,0,0,0,0
"265",7630,"763036","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",0,74.525,0," 999",999,0,0,0,0,0,0,0,0
"266",7630,"763036","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",0,74.525,0," 999",999,0,0,0,0,0,0,0,0
"267",7630,"763036","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",0,74.525,0," 999",999,0,0,0,0,0,0,0,0
"268",7643,"764336","MO","C3",36,"F",0,"R","W","np"," 999"," 999"," 999",6,55.432,23.952," n",999,2,0,0,0,0,0,0,0
"269",7643,"764336","MO","C5",36,"F",0,"B","R","np"," 999"," walking like a dog"," 999",7,56.474,38.896," y",47.158,5,2,1,0,0,0,0,0
"270",7643,"764336","OB","CB2",36,"F",0,"999","R","999","","","",0,113.806,0," 999",0,0,0,0,0,0,0,0,0
"271",7643,"764336","OB","CB3",36,"F",0,"999","R","999","","","",0,113.806,0," 999",0,0,0,0,0,0,0,0,0
"272",7643,"764336","OB","CB4",36,"F",0,"999","R","999","","","",0,113.806,0," 999",0,0,0,0,0,0,0,0,0
"273",7643,"764336","OB","CB5",36,"F",0,"999","R","999","","","",0,113.806,0," 999",0,0,0,0,0,0,0,0,0
"274",7644,"764436","MO","C3",36,"M",0,"W","R","999"," 999"," 999"," 999",2,64.634,24.891," n",999,2,0,0,0,0,0,0,0
"275",7644,"764436","OB","CB2",36,"M",0,"999","B","np","","","",2,107.417,0," 999",999,0,0,0,0,0,0,0,0
"276",7644,"764436","OB","CB3",36,"M",0,"999","B","np","","","",2,107.417,0," 999",999,0,0,0,0,0,0,0,0
"277",7644,"764436","OB","CB4",36,"M",0,"999","B","np","","","",2,107.417,0," 999",999,0,0,0,0,0,0,0,0
"278",7644,"764436","OB","CB5",36,"M",0,"999","B","np","","","",2,107.417,0," 999",999,0,0,0,0,0,0,0,0
"279",7649,"764936","MO","C2",36,"M",0,"W","R","c"," 999"," 999"," 999",5,30.786,20.738," y",7.832,2,1,0,0,0,0,0,0
"280",7649,"764936","MO","C3",36,"M",0,"W","R","np","","","",4,40.532,26.212," n",999,2,0,0,0,0,0,0,0
"281",7649,"764936","MO","C4",36,"M",0,"W","R","c"," 999"," 999"," 999",6,58.049,29.129," n",999,3,0,0,0,0,0,0,0
"282",7649,"764936","MO","C5",36,"M",0,"W","R","c"," 999","","",6,69.248,40.021," n",999,0,0,0,0,0,0,0,0
"283",7649,"764936","MO","CB2",36,"M",0,"999","B","np"," 999"," 999"," 999",5,78.914,0," 999",999,0,0,0,0,0,0,0,0
"284",7649,"764936","MO","CB3",36,"M",0,"999","B","np"," 999"," 999"," 999",5,78.914,0," 999",999,0,0,0,0,0,0,0,0
"285",7649,"764936","MO","CB4",36,"M",0,"999","B","np"," 999"," 999"," 999",5,78.914,0," 999",999,0,0,0,0,0,0,0,0
"286",7649,"764936","MO","CB5",36,"M",0,"999","B","np"," 999"," 999"," 999",5,78.914,0," 999",999,0,0,0,0,0,0,0,0
"287",7672,"767236","TS","C2",36,"M",0,"O","B","c","","","",9,33.82,22.326," n",999,2,0,0,0,0,0,0,0
"288",7672,"767236","TS","C3",36,"M",0,"O","B","c","","","",7,43.299,28.73," n",999,2,0,0,0,0,0,0,0
"289",7672,"767236","TS","C4",36,"M",0,"O","B","c","","","",10,57.626,56.432," no",999,2,0,0,0,0,0,0,0
"290",7672,"767236","TS","C5",36,"M",0,"O","B","c","","","",12,63.905,47.767," n",999,4,0,0,0,0,0,0,0
"291",7672,"767236","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",4,61.438,0," 999",999,0,0,0,0,0,0,0,0
"292",7672,"767236","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",4,61.438,0," 999",999,0,0,0,0,0,0,0,0
"293",7672,"767236","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",4,61.438,0," 999",999,0,0,0,0,0,0,0,0
"294",7672,"767236","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",4,61.438,0," 999",999,0,0,0,0,0,0,0,0
"295",7690,"769036","TS","C2",36,"M",0,"O","R","c","","","",5,25.38,22.54," n",999,2,1,0,0,0,0,0,0
"296",7690,"769036","TS","C3",36,"M",0,"O","B","c","","","",7,41.431,32.445," n",999,2,1,0,0,0,0,0,0
"297",7690,"769036","TS","C4",36,"M",0,"O","B","c","","","",11,55.799,41.941," y",22.71,4,3,1,0,0,0,0,0
"298",7690,"769036","MO","C5",36,"M",0,"O","B","c"," 999"," 999"," 999",7,78.186,53.634," no",999,3,2,1,0,0,0,0,0
"299",7690,"769036","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",0,86.847,0," 999",999,0,0,0,0,0,0,0,0
"300",7690,"769036","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",0,86.847,0," 999",999,0,0,0,0,0,0,0,0
"301",7690,"769036","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",0,86.847,0," 999",999,0,0,0,0,0,0,0,0
"302",7690,"769036","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",0,86.847,0," 999",999,0,0,0,0,0,0,0,0
"303",7728,"772836","MO","C2",36,"M",0,"O","R","c","","","",5,28.895,25.573," yes",20.063,2,1,0,0,0,0,0,0
"304",7728,"772836","MO","C3",36,"M",0,"O","R","c","","","",10,48.228,31.928," n",999,2,0,0,0,0,0,0,0
"305",7728,"772836","LT","C4",36,"M",1,"O","R","c"," 999"," 999"," 999",8,52.116,36.136," 0",999,1,0,0,0,0,0,0,0
"306",7728,"772836","MO","C5",36,"M",0,"O","R","c"," 999","","",16,79.451,51.244," n",999,5,3,1,0,0,0,0,0
"307",7728,"772836","MO","CB2",36,"M",0,"999","B","np"," 999"," 999"," 999",12,63.58,0," 999",999,0,0,0,0,0,0,0,0
"308",7728,"772836","MO","CB3",36,"M",0,"999","B","np"," 999"," 999"," 999",12,63.58,0," 999",999,0,0,0,0,0,0,0,0
"309",7728,"772836","MO","CB4",36,"M",0,"999","B","np"," 999"," 999"," 999",12,63.58,0," 999",999,0,0,0,0,0,0,0,0
"310",7728,"772836","MO","CB5",36,"M",0,"999","B","np"," 999"," 999"," 999",12,63.58,0," 999",999,0,0,0,0,0,0,0,0
"311",7737,"773736","MO","C2",36,"F",0,"O","B","c","","","",10,36.927,21.111," n",999,0,0,0,0,0,0,0,0
"312",7737,"773736","MO","C3",36,"F",0,"O","B","c","","","",2,48.333,24.984," n",999,0,0,0,0,0,0,0,0
"313",7737,"773736","MO","C4",36,"F",0,"O","B","c","","","",12,47.939,31.03," y",22.033,4,3,2,1,0,0,0,0
"314",7737,"773736","MO","C5",36,"F",0,"O","B","c","","","",12,43.025,39.179," y",19.166,5,0,0,0,0,1,0,0
"315",7737,"773736","MO","CB2",36,"F",0,"999","R","np"," 999"," 999"," 999",0,52.36,0," 999",999,0,0,0,0,0,0,0,0
"316",7737,"773736","MO","CB3",36,"F",0,"999","R","np"," 999"," 999"," 999",0,52.36,0," 999",999,0,0,0,0,0,0,0,0
"317",7737,"773736","MO","CB4",36,"F",0,"999","R","np"," 999"," 999"," 999",0,52.36,0," 999",999,0,0,0,0,0,0,0,0
"318",7737,"773736","MO","CB5",36,"F",0,"999","R","np"," 999"," 999"," 999",0,52.36,0," 999",999,0,0,0,0,0,0,0,0
"319",7740,"774036","MO","C3",36,"M",0,"O","B","np"," 999"," 999"," 999",11,46.717,37.135," no",999,2,1,0,0,0,0,0,0
"320",7740,"774036","MO","CB2",36,"M",0,"999","R","999"," 999"," 999"," 999",19,123.046,0," 999",999,1,0,0,0,0,0,0,0
"321",7740,"774036","MO","CB3",36,"M",0,"999","R","999"," 999"," 999"," 999",19,123.046,0," 999",999,2,1,0,0,0,0,0,0
"322",7740,"774036","MO","CB4",36,"M",0,"999","R","999"," 999"," 999"," 999",19,123.046,0," 999",999,1,0,0,0,0,0,0,0
"323",7740,"774036","MO","CB5",36,"M",0,"999","R","999"," 999"," 999"," 999",19,123.046,0," 999",999,1,0,0,0,0,0,0,0
"324",7760,"776036","MO","C2",36,"M",0,"W","B","c"," 999"," 999"," 999",10,42.792,22.785," no",999,2,0,0,0,0,0,0,0
"325",7760,"776036","MO","C3",36,"M",0,"W","","np","","","",7,46.444,29.727," n",999,2,1,0,0,0,0,0,0
"326",7760,"776036","MO","C4",36,"M",0,"W","B","np"," 999","","",14,74.751,40.981," n",999,3,0,0,0,0,0,0,0
"327",7760,"776036","MO","C5",36,"M",0,"W","B","np","","","",7,81.337,65.999," n",999,3,0,0,0,0,0,0,0
"328",7760,"776036","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",2,81.396,0," 999",999,0,0,0,0,0,0,0,0
"329",7760,"776036","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",2,81.396,0," 999",999,0,0,0,0,0,0,0,0
"330",7760,"776036","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",2,81.396,0," 999",999,0,0,0,0,0,0,0,0
"331",7760,"776036","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",2,81.396,0," 999",999,0,0,0,0,0,0,0,0
"332",7768,"776836","MO","C2",36,"M",0,"B","R","np","","","",2,11.798,26.567," y",10.595,2,1,0,0,0,1,0,0
"333",7768,"776836","MO","C3",36,"M",0,"B","R","np"," 999"," 999"," 999",3,29.307,32.549," yes",25.28,3,2,1,0,0,1,0,0
"334",7768,"776836","MO","C4",36,"M",0,"B","R","np"," 999"," 999"," 999",5,37.278,47.477," n",999,3,0,0,0,0,1,0,0
"335",7768,"776836","MO","C5",36,"M",0,"B","B","np","","","",10,67.66,142.656," n",999,3,2,1,0,0,0,0,0
"336",7768,"776836","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",3,72.658,0," 999",999,0,0,0,0,0,0,0,0
"337",7768,"776836","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",3,72.658,0," 999",999,0,0,0,0,0,0,0,0
"338",7768,"776836","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",3,72.658,0," 999",999,0,0,0,0,0,0,0,0
"339",7768,"776836","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",3,72.658,0," 999",999,0,0,0,0,0,0,0,0
"340",7797,"779736","MO","C2",36,"M",0,"O","B","c","","","",6,35.503,29.943," y",9.234,2,1,0,0,0,0,0,0
"341",7797,"779736","MO","C3",36,"M",0,"O","B","c","","","",11,85.37,33.107," n",999,0,0,0,0,0,0,0,0
"342",7797,"779736","MO","C4",36,"M",0,"O","B","c","","","",4,47.326,47.552," no",999,2,1,0,0,0,0,0,0
"343",7797,"779736","MO","C5",36,"M",0,"O","B","c","","","",14,67.946,73.19," n",999,3,0,0,0,0,0,0,0
"344",7797,"779736","MO","CB2",36,"M",0,"999","R","np"," 999"," 999"," 999",4,78.03,0," 999",999,0,0,0,0,0,0,0,0
"345",7797,"779736","MO","CB3",36,"M",0,"999","R","np"," 999"," 999"," 999",4,78.03,0," 999",999,0,0,0,0,0,0,0,0
"346",7797,"779736","MO","CB4",36,"M",0,"999","R","np"," 999"," 999"," 999",4,78.03,0," 999",999,0,0,0,0,0,0,0,0
"347",7797,"779736","MO","CB5",36,"M",0,"999","R","np"," 999"," 999"," 999",4,78.03,0," 999",999,0,0,0,0,0,0,0,0
"348",7818,"781836","MO","C2",36,"F",0,"O","B","c","","","",10,45.95,24.693," y",4.677,2,1,0,0,0,0,0,0
"349",7818,"781836","MO","C3",36,"F",0,"O","B","c","","","",4,67.301,32.519," n",999,1,0,0,0,0,0,0,0
"350",7818,"781836","MO","C4",36,"F",0,"O","B","c","","","",8,59.482,37.54," n",999,2,0,0,0,0,0,0,0
"351",7818,"781836","MO","C5",36,"F",0,"O","B","c","","","",10,60.326,46.063," yes",21.104,5,1,0,0,0,0,0,0
"352",7818,"781836","MO","CB2",36,"F",0,"999","R","np"," 999"," 999"," 999",0,39.338,0," 999",999,0,0,0,0,0,0,0,0
"353",7818,"781836","MO","CB3",36,"F",0,"999","R","np"," 999"," 999"," 999",0,39.338,0," 999",999,0,0,0,0,0,0,0,0
"354",7818,"781836","MO","CB4",36,"F",0,"999","R","np"," 999"," 999"," 999",0,39.338,0," 999",999,0,0,0,0,0,0,0,0
"355",7818,"781836","MO","CB5",36,"F",0,"999","R","np"," 999"," 999"," 999",0,39.338,0," 999",999,0,0,0,0,0,0,0,0
"356",7980,"798060","SM","C3",60,"M",1,"R","W","nc"," np"," 999"," 999",2,39.27,23.63," 0",999,0,0,0,0,0,0,0,0
"357",7980,"798060","SM","C4",60,"M",1,"R","W","nc"," np"," 999"," 999",10,46.716,32.028," 0",999,1,0,0,0,0,0,0,0
"358",7980,"798060","SM","C5",60,"M",1,"R","W","nc"," np"," 999"," 999",5,34.85,38.556," 0",999,2,0,0,0,0,1,0,0
"359",7980,"798060","SM","CB2",60,"M",1,"999","GREY","np"," np"," 999"," 999",6,58.956,0," ",999,0,0,0,0,0,0,0,0
"360",7980,"798060","SM","CB3",60,"M",1,"999","GREY","np"," np"," 999"," 999",6,58.956,0," ",999,0,0,0,0,0,0,0,0
"361",7980,"798060","SM","CB4",60,"M",1,"999","GREY","np"," np"," 999"," 999",6,58.956,0," ",999,0,0,0,0,0,0,0,0
"362",7980,"798060","SM","CB5",60,"M",1,"999","GREY","np"," np"," 999"," 999",6,58.956,0," ",999,0,0,0,0,0,0,0,0
"363",8000,"800036","MO","C2",36,"M",0,"O","R","c"," 999"," 999"," 999",4,28.807,20.305," 1",2.899,2,1,0,0,0,0,0,0
"364",8000,"800036","MO","C3",36,"M",0,"O","R","np"," 999"," 999"," 999",0,43.316,55.051," 0",999,0,0,0,0,0,0,0,0
"365",8000,"800036","MO","CB2",36,"M",0,"999","B","999"," 999"," 999"," 999",4,80.24,0," 999",999,0,0,0,0,0,0,0,0
"366",8000,"800036","MO","CB3",36,"M",0,"999","B","999"," 999"," 999"," 999",4,80.24,0," 999",999,2,1,0,0,0,0,0,0
"367",8000,"800036","MO","CB4",36,"M",0,"999","B","999"," 999"," 999"," 999",4,80.24,0," 999",999,0,0,0,0,0,0,0,0
"368",8000,"800036","MO","CB5",36,"M",0,"999","B","999"," 999"," 999"," 999",4,80.24,0," 999",999,0,0,0,0,0,0,0,0
"369",8000,"800060","SM","C3",60,"M",1,"R","Y","c"," np"," 999"," 999",31,133.076,24.582," 0",999,2,0,0,0,0,0,0,0
"370",8000,"800060","SM","CB2",60,"M",1,"999","G","999"," np"," 999"," 999",10,60.18,0," 999",999,2,1,0,0,0,0,0,0
"371",8000,"800060","SM","CB3",60,"M",1,"999","G","999"," np"," 999"," 999",10,60.18,0," 999",999,0,0,0,0,0,0,0,0
"372",8000,"800060","SM","CB4",60,"M",1,"999","G","999"," np"," 999"," 999",10,60.18,0," 999",999,2,1,0,0,0,0,0,0
"373",8000,"800060","SM","CB5",60,"M",1,"999","G","999"," np"," 999"," 999",10,60.18,0," 999",999,3,2,1,0,0,0,0,0
"374",8009,"800936","MO","C2",36,"M",0,"R","B","c"," 999"," 999"," 999",10,57.914,20.738," 0",999,1,0,0,0,0,0,0,0
"375",8050,"805060","SM","C3",60,"F",1,"R","G","nc"," np"," 999"," 999",2,17.646,31.45," 0",999,0,0,0,0,0,1,0,0
"376",8050,"805060","SM","C4",60,"F",1,"R","G","nc"," np"," 999"," 999",5,35.496,35.258," 0",999,3,2,1,0,0,1,0,0
"377",8050,"805060","SM","C5",60,"F",1,"R","G","nc"," np"," 999"," 999",2,48.246,46.138," 0",999,2,1,0,0,0,1,0,0
"378",8050,"805060","SM","CB2",60,"F",1,"999","W","np"," np"," 999"," 999",0,0,0," 999",0,0,0,0,0,0,0,0,0
"379",8050,"805060","SM","CB3",60,"F",1,"999","W","np"," np"," 999"," 999",0,0,0," 999",0,0,0,0,0,0,0,0,0
"380",8050,"805060","SM","CB4",60,"F",1,"999","W","np"," np"," 999"," 999",0,0,0," 999",0,0,0,0,0,0,0,0,0
"381",8050,"805060","SM","CB5",60,"F",1,"999","W","np"," np"," 999"," 999",0,0,0," 999",0,0,0,0,0,0,0,0,0
"382",8092,"809236","HG","C2",36,"F",0,"B","W","np"," y","","",4,15.64,17.646," n",999,2,1,0,0,0,1,0,0
"383",8092,"809236","HG","C3",36,"F",0,"B","W","c"," 999","","",8,51.51,26.758," n",999,0,0,0,0,0,0,0,0
"384",8092,"809236","HG","C4",36,"F",0,"B","W","c"," n","","",5,35.7,41.174," n",999,4,3,2,1,0,1,0,0
"385",8092,"809236","HG","C5",36,"F",0,"B","W","c"," 999","","",7,41.65,42.398," n",999,2,1,0,0,0,1,0,0
"386",8092,"809236","HG","CB2",36,"F",0,"999","W","np"," np"," 999"," 999",4,80.07,0," 999",999,0,0,0,0,0,0,0,0
"387",8092,"809236","HG","CB3",36,"F",0,"999","W","np"," np"," 999"," 999",4,80.07,0," 999",999,1,0,0,0,0,0,0,0
"388",8092,"809236","HG","CB4",36,"F",0,"999","W","np"," np"," 999"," 999",4,80.07,0," 999",999,0,0,0,0,0,0,0,0
"389",8092,"809236","HG","CB5",36,"F",0,"999","W","np"," np"," 999"," 999",4,80.07,0," 999",999,0,0,0,0,0,0,0,0
"390",8093,"809336","HG","C2",36,"F",0,"R","G","c"," y"," 999"," 999",3,38.352,23.766," n",999,0,0,0,0,0,0,0,0
